_id,REPORT_YEAR,DIVISION,CATEGORY,SUBTYPE,COUNT_,COUNT_CLEARED
2349,2016,D55,Crimes Against the Person,Robbery-Other,3,0
2350,2015,D43,Crimes Against Property,Break & Enter-Other,2,0
2351,2015,D14,Crimes Against Property,Theft Over $5000,3,0
2352,2023,D33,Crimes Against Property,Theft Over $5000,1,0
2353,2018,D52,Crimes Against Property,Auto Theft,2,0
2354,2020,D53,Crimes Against Property,Fraud,26,0
2355,2020,D14,Crimes Against Property,Auto Theft,12,0
2356,2014,D11,Crimes Against Property,Auto Theft,3,0
2357,2023,D42,Crimes Against Property,Break & Enter-Apartment,1,0
2358,2023,D43,Crimes Against Property,Auto Theft,23,0
2359,2016,D12,Crimes Against Property,Theft Under $5000,1,0
2360,2022,D14,Crimes Against Property,Auto Theft,33,0
2361,2015,D12,Crimes Against Property,Theft Over $5000,3,0
2362,2015,D32,Crimes Against Property,Break & Enter-Commercial,2,0
2363,2023,D14,Crimes Against Property,Break & Enter-House,2,0
2364,2022,D12,Crimes Against Property,Break & Enter-House,1,0
2365,2016,D32,Crimes Against Property,Break & Enter-Apartment,5,0
2366,2019,D12,Crimes Against Property,Break & Enter-House,2,0
2367,2023,D11,Crimes Against Property,Fraud,16,0
2368,2018,D53,Crimes Against Property,Theft Over $5000,9,0
2369,2021,D22,Crimes Against Property,Break & Enter-Other,2,0
2370,2019,D11,Crimes Against Property,Break & Enter-Commercial,1,0
2371,2020,D51,Crimes Against the Person,Attempt Murder,1,0
2372,2015,D55,Crimes Against Property,Theft Over $5000,1,0
2373,2015,D14,Crimes Against Property,Break & Enter-House,1,0
2374,2023,D12,Crimes Against Property,Fraud,34,0
2375,2014,D42,Crimes Against Property,Break & Enter-Apartment,2,0
2376,2021,D31,Crimes Against Property,Break & Enter-Apartment,2,0
2377,2016,NSA,Crimes Against Property,Fraud,1,0
2378,2014,D41,Crimes Against Property,Break & Enter-Other,3,0
2379,2023,D42,Crimes Against the Person,Sexual Violation,4,0
2380,2021,D32,Crimes Against Property,Break & Enter-House,3,0
2381,2015,D11,Crimes Against Property,Fraud,1,0
2382,2022,D23,Crimes Against Property,Break & Enter-Other,3,0
2383,2015,D41,Crimes Against Property,Auto Theft,12,0
2384,2016,D12,Crimes Against Property,Auto Theft,1,0
2385,2023,D14,Crimes Against Property,Break & Enter-Other,8,0
2386,2015,D11,Crimes Against Property,Theft Over $5000,1,0
2387,2022,D12,Crimes Against Property,Auto Theft,3,0
2388,2019,D32,Crimes Against Property,Break & Enter-Commercial,2,0
2389,2022,D12,Crimes Against Property,Break & Enter-Commercial,1,0
2390,2020,D11,Crimes Against Property,Auto Theft,2,0
2391,2018,D22,Crimes Against Property,Fraud,20,0
2392,2022,D32,Crimes Against Property,Theft Over $5000,4,0
2393,2022,D43,Crimes Against Property,Break & Enter-Other,1,0
2394,2015,D11,Crimes Against Property,Theft Over $5000,2,0
2395,2023,D11,Crimes Against the Person,Other,1,0
2396,2015,D23,Crimes Against Property,Break & Enter-Commercial,1,0
2397,2019,D32,Crimes Against Property,Auto Theft,5,0
2398,2019,D53,Crimes Against Property,Auto Theft,3,0
2399,2023,D51,Crimes Against Property,Theft Over $5000,3,0
2400,2016,D51,Crimes Against Property,Break & Enter-House,1,0
2401,2016,D53,Crimes Against Property,Break & Enter-Other,1,0
2402,2014,NSA,Crimes Against Property,Other,1,0
2403,2017,D32,Crimes Against Property,Break & Enter-Commercial,1,0
2404,2014,D11,Crimes Against Property,Break & Enter-Commercial,5,0
2405,2015,D53,Crimes Against Property,Break & Enter-Commercial,3,0
2406,2016,D31,Crimes Against Property,Auto Theft,2,0
2407,2018,D23,Crimes Against Property,Break & Enter-Commercial,3,0
2408,2018,D53,Crimes Against Property,Theft Over $5000,2,0
2409,2023,D11,Criminal Code Traffic,Other,1,0
2410,2023,D33,Crimes Against Property,Break & Enter-Apartment,1,0
2411,2016,D53,Crimes Against Property,Auto Theft,2,0
2412,2016,D51,Crimes Against Property,Fraud,2,0
2413,2019,D31,Crimes Against Property,Break & Enter-Apartment,3,0
2414,2017,D52,Crimes Against the Person,Other,3,0
2415,2016,D32,Crimes Against Property,Theft Under $5000,4,0
2416,2015,D33,Crimes Against Property,Fraud,1,0
2417,2023,D51,Crimes Against the Person,Sexual Violation,1,0
2418,2022,D14,Crimes Against Property,Break & Enter-Apartment,7,0
2419,2021,D23,Crimes Against Property,Auto Theft,40,0
2420,2023,D23,Crimes Against the Person,Robbery-Other,3,0
2421,2018,D33,Crimes Against the Person,Assault,2,0
2422,2019,D41,Crimes Against Property,Auto Theft,8,0
2423,2021,D41,Criminal Code Traffic,Other,1,0
2424,2019,D12,Crimes Against Property,Break & Enter-Commercial,6,0
2425,2014,D51,Crimes Against the Person,Other,1,0
2426,2022,D55,Crimes Against Property,Break & Enter-Other,3,0
2427,2017,D51,Crimes Against Property,Break & Enter-House,2,0
2428,2016,NSA,Crimes Against Property,Fraud,1,0
2429,2022,D53,Crimes Against the Person,Other,3,0
2430,2018,D32,Crimes Against Property,Break & Enter-Commercial,3,0
2431,2020,D12,Crimes Against Property,Auto Theft,15,0
2432,2018,D32,Crimes Against Property,Break & Enter-House,40,0
2433,2022,D31,Crimes Against Property,Break & Enter-House,4,0
2434,2017,D53,Other Federal Statute Violations,Other,1,0
2435,2015,D53,Crimes Against Property,Theft Over $5000,1,0
2436,2021,D11,Crimes Against Property,Fraud,35,0
2437,2020,D32,Crimes Against Property,Auto Theft,49,0
2438,2022,D11,Crimes Against Property,Fraud,1,0
2439,2023,D22,Crimes Against Property,Break & Enter-Apartment,7,0
2440,2022,D32,Crimes Against Property,Break & Enter-Other,1,0
2441,2023,D33,Other Criminal Code Violations,Other,1,0
2442,2014,D42,Crimes Against Property,Theft Over $5000,1,0
2443,2018,D53,Crimes Against the Person,Robbery-Other,3,0
2444,2021,D41,Crimes Against Property,Fraud,9,0
2445,2017,D11,Crimes Against the Person,Sexual Violation,1,0
2446,2020,D52,Crimes Against Property,Break & Enter-Commercial,2,0
2447,2014,D41,Crimes Against Property,Break & Enter-Apartment,1,0
2448,2022,D22,Crimes Against Property,Break & Enter-Apartment,1,0
2449,2022,D53,Crimes Against Property,Theft Under $5000,101,0
2450,2017,D32,Crimes Against Property,Auto Theft,2,0
2451,2018,D53,Crimes Against Property,Break & Enter-Commercial,6,0
2452,2022,D55,Crimes Against Property,Break & Enter-House,9,0
2453,2022,D53,Controlled Drugs and Substances Act,Other,1,0
2454,2022,D12,Crimes Against Property,Break & Enter-Commercial,3,0
2455,2021,D33,Crimes Against Property,Theft Under $5000,1,0
2456,2020,D12,Crimes Against Property,Theft Over $5000,3,0
2457,2023,NSA,Crimes Against the Person,Sexual Violation,1,0
2458,2019,D41,Crimes Against Property,Break & Enter-Other,2,0
2459,2022,D53,Other Criminal Code Violations,Other,1,0
2460,2014,D13,Crimes Against Property,Auto Theft,3,0
2461,2015,D53,Crimes Against Property,Auto Theft,1,0
2462,2021,D12,Crimes Against Property,Break & Enter-Other,2,0
2463,2017,D53,Crimes Against Property,Break & Enter-Other,1,0
2464,2017,D55,Crimes Against Property,Auto Theft,2,0
2465,2014,D43,Crimes Against Property,Break & Enter-Commercial,1,0
2466,2014,D52,Crimes Against Property,Theft Under $5000,1,0
2467,2022,D11,Crimes Against the Person,Sexual Violation,1,0
2468,2019,D55,Crimes Against Property,Auto Theft,3,0
2469,2020,D33,Crimes Against Property,Theft Over $5000,1,0
2470,2017,D41,Crimes Against Property,Break & Enter-Commercial,4,0
2471,2018,D42,Crimes Against Property,Theft Over $5000,4,0
2472,2023,D23,Crimes Against the Person,Attempt Murder,1,0
2473,2023,D51,Other Federal Statute Violations,Other,1,0
2474,2016,D13,Crimes Against Property,Theft Over $5000,2,0
2475,2019,D33,Other Criminal Code Violations,Other,1,0
2476,2021,D42,Crimes Against Property,Auto Theft,19,0
2477,2015,D32,Crimes Against Property,Break & Enter-Commercial,1,0
2478,2016,D13,Crimes Against the Person,Robbery-Other,2,0
2479,2014,D33,Crimes Against Property,Theft Over $5000,3,0
2480,2019,D13,Crimes Against Property,Auto Theft,2,0
2481,2022,D12,Crimes Against Property,Theft Over $5000,1,0
2482,2022,D51,Crimes Against Property,Theft Under $5000,312,0
2483,2017,D12,Crimes Against Property,Other,1,0
2484,2016,D13,Crimes Against Property,Theft Under $5000,1,0
2485,2018,D41,Crimes Against the Person,Robbery-Other,1,0
2486,2016,D52,Crimes Against Property,Auto Theft,3,0
2487,2019,D13,Crimes Against the Person,Robbery-Other,3,0
2488,2015,D53,Crimes Against the Person,Sexual Violation,1,0
2489,2023,D12,Crimes Against Property,Other,1,0
2490,2020,D22,Crimes Against Property,Theft Under $5000,1,0
2491,2018,D33,Crimes Against Property,Break & Enter-Other,2,0
2492,2020,D42,Crimes Against Property,Theft Under $5000,2,0
2493,2019,D52,Crimes Against Property,Break & Enter-Other,3,0
2494,2016,D55,Crimes Against the Person,Sexual Violation,1,0
2495,2022,D14,Crimes Against Property,Theft Over $5000,3,0
2496,2016,D51,Crimes Against the Person,Sexual Violation,1,0
2497,2018,D23,Crimes Against Property,Break & Enter-House,10,0
2498,2021,D22,Other Federal Statute Violations,Other,2,0
2499,2022,D23,Crimes Against Property,Break & Enter-Apartment,6,0
2500,2014,D23,Crimes Against Property,Fraud,2,0
2501,2014,D33,Crimes Against Property,Auto Theft,1,0
2502,2023,D53,Crimes Against Property,Theft Under $5000,1,0
2503,2014,D32,Crimes Against Property,Break & Enter-Other,2,0
2504,2020,D42,Crimes Against Property,Fraud,48,0
2505,2022,D53,Crimes Against Property,Break & Enter-Commercial,2,0
2506,2014,D41,Crimes Against Property,Other,5,0
2507,2017,D52,Crimes Against Property,Theft Under $5000,1,0
2508,2022,D55,Crimes Against the Person,Robbery-Other,2,0
2509,2015,D11,Crimes Against Property,Fraud,3,0
2510,2023,D22,Crimes Against Property,Break & Enter-Other,8,0
2511,2018,D55,Crimes Against Property,Theft Over $5000,3,0
2512,2023,D42,Crimes Against the Person,Attempt Murder,1,0
2513,2020,D51,Crimes Against Property,Break & Enter-Other,5,0
2514,2017,D32,Crimes Against Property,Break & Enter-Commercial,1,0
2515,2014,D33,Crimes Against Property,Break & Enter-House,4,0
2516,2017,D22,Crimes Against Property,Break & Enter-House,3,0
2517,2020,D31,Crimes Against Property,Break & Enter-Apartment,2,0
2518,2020,D32,Crimes Against Property,Break & Enter-Other,1,0
2519,2016,D32,Crimes Against Property,Theft Over $5000,7,0
2520,2016,D32,Crimes Against Property,Theft Under $5000,2,0
2521,2019,D13,Crimes Against Property,Auto Theft,13,0
2522,2016,D41,Crimes Against Property,Break & Enter-Other,1,0
2523,2019,D53,Crimes Against Property,Break & Enter-Other,1,0
2524,2018,D14,Crimes Against Property,Other,2,0
2525,2023,D11,Crimes Against Property,Fraud,1,0
2526,2021,D41,Crimes Against Property,Break & Enter-House,10,0
2527,2019,D13,Crimes Against Property,Theft Under $5000,1,0
2528,2017,D32,Crimes Against Property,Break & Enter-Other,1,0
2529,2022,D32,Crimes Against Property,Break & Enter-House,1,0
2530,2020,D53,Criminal Code Traffic,Other,2,0
2531,2014,D33,Crimes Against Property,Break & Enter-Other,4,0
2532,2023,D55,Crimes Against Property,Break & Enter-House,1,0
2533,2023,D22,Other Federal Statute Violations,Other,1,0
2534,2016,D32,Crimes Against Property,Break & Enter-Apartment,2,0
2535,2023,D13,Crimes Against Property,Theft Over $5000,3,0
2536,2021,D33,Crimes Against the Person,Sexual Violation,3,0
2537,2015,NSA,Crimes Against Property,Break & Enter-Commercial,1,0
2538,2019,D33,Crimes Against Property,Auto Theft,9,0
2539,2020,D31,Crimes Against Property,Break & Enter-Other,5,0
2540,2023,D53,Crimes Against Property,Fraud,2,0
2541,2016,D51,Crimes Against Property,Break & Enter-Other,1,0
2542,2017,D33,Crimes Against Property,Theft Over $5000,4,0
2543,2019,D23,Crimes Against Property,Fraud,2,0
2544,2023,D53,Crimes Against Property,Auto Theft,1,0
2545,2021,D12,Crimes Against Property,Theft Under $5000,32,0
2546,2020,D12,Crimes Against Property,Break & Enter-House,5,0
2547,2019,D53,Crimes Against Property,Break & Enter-Other,2,0
2548,2017,D12,Crimes Against the Person,Sexual Violation,2,0
2549,2014,D22,Crimes Against Property,Break & Enter-Other,2,0
2550,2015,NSA,Crimes Against the Person,Sexual Violation,3,0
2551,2023,D12,Crimes Against Property,Break & Enter-House,3,0
2552,2015,D14,Crimes Against the Person,Robbery-Other,1,0
2553,2023,D12,Crimes Against Property,Break & Enter-House,5,0
2554,2023,D14,Controlled Drugs and Substances Act,Other,1,0
2555,2021,D42,Crimes Against Property,Fraud,6,0
2556,2023,D51,Crimes Against Property,Break & Enter-Other,4,0
2557,2021,D55,Crimes Against the Person,Sexual Violation,2,0
2558,2019,D32,Crimes Against Property,Other,9,0
2559,2016,D14,Crimes Against Property,Break & Enter-Commercial,3,0
2560,2017,D53,Crimes Against Property,Break & Enter-Commercial,1,0
2561,2017,D33,Crimes Against Property,Other,1,0
2562,2018,D32,Crimes Against Property,Break & Enter-Other,5,0
2563,2022,D13,Crimes Against Property,Theft Over $5000,1,0
2564,2018,D11,Crimes Against Property,Break & Enter-Apartment,3,0
2565,2015,D42,Crimes Against Property,Auto Theft,16,0
2566,2015,D33,Crimes Against Property,Theft Over $5000,1,0
2567,2016,D52,Crimes Against the Person,Assault,1,0
2568,2015,D32,Crimes Against Property,Auto Theft,27,0
2569,2017,D32,Crimes Against Property,Auto Theft,13,0
2570,2023,D53,Crimes Against Property,Theft Under $5000,2,0
2571,2016,D13,Crimes Against Property,Theft Over $5000,2,0
2572,2014,D22,Crimes Against Property,Break & Enter-Commercial,10,0
2573,2022,D42,Crimes Against Property,Break & Enter-Other,1,0
2574,2019,D13,Crimes Against Property,Theft Over $5000,2,0
2575,2021,D41,Crimes Against Property,Theft Over $5000,4,0
2576,2016,D53,Crimes Against Property,Break & Enter-Apartment,1,0
2577,2021,D42,Crimes Against Property,Theft Over $5000,2,0
2578,2015,D22,Crimes Against Property,Break & Enter-Apartment,2,0
2579,2015,D43,Crimes Against the Person,Other,1,0
2580,2017,D42,Crimes Against Property,Fraud,1,0
2581,2021,D12,Crimes Against Property,Fraud,27,0
2582,2016,D12,Crimes Against the Person,Attempt Murder,4,0
2583,2023,D53,Crimes Against Property,Theft Over $5000,5,0
2584,2022,D33,Crimes Against Property,Fraud,44,0
2585,2017,D32,Crimes Against the Person,Robbery-Financial,3,0
2586,2015,D12,Crimes Against the Person,Sexual Violation,1,0
2587,2014,D33,Crimes Against Property,Theft Under $5000,6,0
2588,2016,D53,Crimes Against Property,Break & Enter-House,6,0
2589,2023,D11,Crimes Against Property,Fraud,29,0
2590,2021,D42,Crimes Against Property,Break & Enter-House,1,0
2591,2016,D23,Crimes Against Property,Theft Over $5000,4,0
2592,2020,D12,Crimes Against Property,Break & Enter-Apartment,2,0
2593,2015,D51,Crimes Against the Person,Robbery-Other,7,0
2594,2023,D51,Crimes Against Property,Break & Enter-House,2,0
2595,2015,D53,Crimes Against Property,Break & Enter-Apartment,4,0
2596,2023,D53,Crimes Against Property,Theft Over $5000,6,0
2597,2015,D32,Crimes Against Property,Fraud,10,0
2598,2016,D32,Crimes Against Property,Break & Enter-Commercial,3,0
2599,2022,D12,Crimes Against Property,Break & Enter-Other,2,0
2600,2014,D31,Crimes Against Property,Break & Enter-Other,2,0
2601,2016,D32,Crimes Against Property,Break & Enter-Commercial,2,0
2602,2019,D12,Crimes Against Property,Break & Enter-House,9,0
2603,2016,D53,Crimes Against Property,Theft Over $5000,2,0
2604,2017,D11,Crimes Against the Person,Other,1,0
2605,2023,D55,Crimes Against Property,Theft Over $5000,6,0
2606,2017,D11,Crimes Against Property,Fraud,2,0
2607,2019,D41,Other Federal Statute Violations,Other,1,0
2608,2017,NSA,Crimes Against the Person,Sexual Violation,1,0
2609,2023,D22,Crimes Against Property,Break & Enter-Apartment,14,0
2610,2021,D55,Crimes Against Property,Theft Over $5000,3,0
2611,2019,D31,Other Federal Statute Violations,Other,1,0
2612,2014,D23,Crimes Against Property,Break & Enter-Apartment,1,0
2613,2019,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,0
2614,2019,D13,Crimes Against Property,Fraud,21,0
2615,2014,D14,Crimes Against Property,Break & Enter-Other,8,0
2616,2022,D41,Crimes Against Property,Break & Enter-Other,2,0
2617,2016,D32,Other Federal Statute Violations,Other,1,0
2618,2022,D12,Crimes Against Property,Theft Over $5000,8,0
2619,2015,D33,Crimes Against Property,Auto Theft,1,0
2620,2023,D42,Crimes Against Property,Break & Enter-Apartment,1,0
2621,2019,D53,Crimes Against Property,Break & Enter-House,5,0
2622,2015,D53,Crimes Against Property,Break & Enter-Commercial,1,0
2623,2015,D51,Crimes Against Property,Theft Over $5000,5,0
2624,2016,D52,Crimes Against Property,Theft Under $5000,1,0
2625,2022,D43,Crimes Against Property,Theft Over $5000,13,0
2626,2020,D41,Crimes Against Property,Break & Enter-Commercial,1,0
2627,2014,D22,Crimes Against Property,Other,1,0
2628,2014,D55,Crimes Against Property,Theft Over $5000,2,0
2629,2019,D55,Crimes Against Property,Break & Enter-Other,4,0
2630,2021,D55,Crimes Against Property,Theft Over $5000,4,0
2631,2023,D12,Crimes Against Property,Fraud,34,0
2632,2014,D32,Crimes Against Property,Break & Enter-Other,2,0
2633,2014,D32,Crimes Against Property,Theft Under $5000,1,0
2634,2023,D14,Crimes Against Property,Break & Enter-Commercial,2,0
2635,2017,D51,Crimes Against Property,Theft Over $5000,1,0
2636,2023,D23,Crimes Against Property,Auto Theft,39,0
2637,2023,D11,Crimes Against Property,Break & Enter-Commercial,2,0
2638,2020,D42,Crimes Against Property,Break & Enter-Apartment,8,0
2639,2022,D12,Crimes Against Property,Fraud,1,0
2640,2020,D11,Crimes Against the Person,Robbery-Other,4,0
2641,2023,D12,Crimes Against Property,Theft Over $5000,3,0
2642,2017,D32,Crimes Against Property,Break & Enter-Commercial,5,0
2643,2019,D53,Crimes Against the Person,Robbery-Other,4,0
2644,2015,D32,Crimes Against Property,Break & Enter-Other,3,0
2645,2023,D13,Crimes Against Property,Break & Enter-Other,3,0
2646,2021,D33,Other Criminal Code Violations,Other,1,0
2647,2018,D33,Crimes Against Property,Theft Under $5000,1,0
2648,2020,D53,Crimes Against the Person,Other,1,0
2649,2015,D52,Crimes Against the Person,Assault,1,0
2650,2023,D41,Crimes Against Property,Auto Theft,1,0
2651,2017,D53,Crimes Against Property,Break & Enter-Apartment,4,0
2652,2020,D13,Crimes Against Property,Theft Under $5000,50,0
2653,2023,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,0
2654,2014,D53,Crimes Against Property,Other,3,0
2655,2022,D42,Controlled Drugs and Substances Act,Other,2,0
2656,2017,D22,Crimes Against Property,Fraud,1,0
2657,2016,D11,Crimes Against Property,Break & Enter-Commercial,4,0
2658,2020,NSA,Crimes Against the Person,Assault,1,0
2659,2014,D22,Crimes Against the Person,Robbery-Other,1,0
